,sentence,word_labels
7,"Both baseline and NRG-1 beta - induced migration were erbB - dependent and required the action of MEK 1/2 , SAPK / JNK , PI-3 kinase , Src family kinases and ROCK - I / II .","O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
8,"In contrast , NRG-1 alpha had no effect on the migration and invasion of some MPNST lines and inhibited the migration of others .","O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
9,"While NRG-1 beta potently and persistently activated Erk 1/2 , SAPK / JNK , Akt and Src family kinases , NRG-1 alpha did not activate Akt and activated these other kinases with kinetics distinct from those evident in NRG-1 beta - stimulated cells .","O,O,O,O,O,O,O,O,O,O,B,O,B,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
10,These findings suggest that NRG-1 beta enhances MPNST migration and that NRG-1 beta and NRG-1 alpha differentially modulate this process .,"O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
0,Melanocortin-4 receptor activation inhibits c - Jun N - terminal kinase activity and promotes insulin signaling ..,"B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
1,The melanocortin system is crucial to regulation of energy homeostasis .,"O,O,O,O,O,O,O,O,O,O,O"
2,The melanocortin receptor type 4 ( MC4R ) modulates insulin signaling via effects on c - Jun N - terminal kinase ( JNK ) .,"O,B,I,I,I,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O"
3,The melanocortin agonist NDP - MSH dose - dependently inhibited JNK activity in HEK293 cells stably expressing the human MC4R ; effects were reversed by melanocortin receptor antagonist .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O"
4,"NDP - MSH time- and dose - dependently inhibited IRS-1(ser307 ) phosphorylation , effects also reversed by a specific melanocortin receptor antagonist .","O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O"
5,NDP - MSH augmented insulin - stimulated AKT phosphorylation in vitro .,"B,I,I,O,O,O,O,B,O,O,O,O"
6,The melanocortin agonist melanotan II increased insulin - stimulated AKT phosphorylation in the rat hypothalamus in vivo .,"O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O"
7,NDP - MSH increased insulin - stimulated glucose uptake in hypothalamic GT1 - 1 cells .,"B,I,I,O,B,O,O,O,O,O,O,O,O,O,O,O"
8,The current study shows that the melanocortinergic system interacts with insulin signaling via novel effects on JNK activity .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
0,"Common dihydrofolate reductase 19 - base pair deletion allele : a novel risk factor for preterm delivery .. BACKGROUND : Folate is critical for cell division , a major feature of in utero development .","O,B,I,B,I,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
1,Dihydrofolate reductase ( DHFR ) is required to convert the folic acid used in supplements and for food fortification and the dihydrofolate produced by thymidylate synthase during DNA synthesis to the reduced folate forms used by the cell .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
2,"OBJECTIVE : We aimed to determine whether a common , recently discovered deletion polymorphism in the DHFR gene is a risk factor for preterm delivery or low birth weight .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,B,I,O,O,O,O,O"
3,"DESIGN : We studied 324 pregnant women from Camden , NJ .","O,O,O,O,O,O,B,O,O,O,O,O"
4,Folate intake was computed from folate supplement intake plus the mean of two 24 - h recalls completed during the course of pregnancy .,"B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
5,Genomic DNA was extracted from the women 's leukocytes and genotyped .,"O,O,O,O,O,O,O,O,O,O,O,O"
6,"RESULTS : Women with a deletion allele had a significantly greater risk of preterm delivery [ adjusted odds ratio ( AOR ): 3.0 ; 95 % CI : 1.0 , 8.8 ; P < 0.05 ] than did those without a deletion allele .","O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
7,"Women with both a DHFR deletion allele and low folate intake ( < 400 microg / d from diet plus supplements ) had a significantly greater risk of preterm delivery ( AOR : 5.5 ; 95 % CI : 1.5 , 20.4 ; P = 0.01 ) and a significantly greater risk of having an infant with a low birth weight ( AOR : 8.3 ; 95 % CI : 1.8 , 38.6 ; P = 0.01 ) than did women without a deletion allele and with a folate intake > /=400 microg / d. CONCLUSIONS : The DHFR 19 - base pair deletion allele may be a risk factor for preterm delivery .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
8,"In the presence of low dietary folate , the allele may also be a risk factor for low birth weight .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
9,This may be a gene - environment interaction .,"O,O,O,O,O,O,O,O,O"
0,Dynamic subunit turnover in ESCRT - III assemblies is regulated by Vps4 to mediate membrane remodelling during cytokinesis ..,"O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O"
1,"The endosomal sorting complex required for transport ( ESCRT)-III mediates membrane fission in fundamental cellular processes , including cytokinesis .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
2,ESCRT - III is thought to form persistent filaments that over time increase their curvature to constrict membranes .,"B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
3,"Unexpectedly , we found that ESCRT - III at the midbody of human cells rapidly turns over subunits with cytoplasmic pools while gradually forming larger assemblies .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
4,"ESCRT - III turnover depended on the ATPase VPS4 , which accumulated at the midbody simultaneously with ESCRT - III subunits , and was required for assembly of functional ESCRT - III structures .","O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
5,"In vitro , the Vps2 / Vps24 subunits of ESCRT - III formed side - by - side filaments with Snf7 and inhibited further polymerization , but the growth inhibition was alleviated by the addition of Vps4 and ATP .","O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
6,High - speed atomic force microscopy further revealed highly dynamic arrays of growing and shrinking ESCRT - III spirals in the presence of Vps4 .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
7,"Continuous ESCRT - III remodelling by subunit turnover might facilitate shape adaptions to variable membrane geometries , with broad implications for diverse cellular processes .","O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
0,Mild glycine encephalopathy ( NKH ) in a large kindred due to a silent exonic GLDC splice mutation .. BACKGROUND : Classic neonatal - onset glycine encephalopathy ( GE ) is devastating and life threatening .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
1,"Milder , later onset variants have been reported but were usually sporadic and incompletely defined .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
2,OBJECTIVE : To determine the clinical and biochemical phenotype and molecular basis of mild GE in nine children from a consanguineous Israeli Bedouin kindred .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
3,"METHODS : Genomic DNA was screened for GLDC , AMT , and GCSH gene mutations .","O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O"
4,GLDC expression in lymphoblasts was studied by Northern blot and reverse transcriptase PCR analysis .,"B,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
5,"RESULTS : Clinical features included hypotonia , abnormal movements , convulsions , and moderate mental retardation with relative sparing of gross motor function , activities of daily living skills , and receptive language .","O,O,O,O,O,B,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
6,Aggression and irritability were prominent .,"O,O,O,O,O,O"
7,CSF - to - plasma glycine ratio was mildly to moderately elevated .,"O,O,O,O,O,O,O,O,O,O,O,O,O"
8,"All nine patients were homozygous and their parents heterozygous for a novel , translationally silent GLDC exon 22 transversion c.2607C > A. Lymphoblast GLDC mRNA levels were considerably reduced .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
9,"Three aberrantly spliced cDNA species were identified : exon 22 and exon 22 to 23 skipping , and insertion of an 87 - base pair cryptic exon .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
10,Homozygosity for c.2607C > A was also identified in an unrelated but haplotypically identical patient with an unusually favorable outcome despite severe neonatal - onset GE .,"O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
11,Mutation analysis enabled prenatal diagnosis of three unaffected and one affected pregnancies .,"O,O,O,O,O,O,O,O,O,O,O,O,O"
12,CONCLUSIONS : The mutation in this kindred led to missplicing and reduced GLDC ( glycine decarboxylase ) expression .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
13,The 4 to 6 % of normally spliced GLDC mRNA in the patients may account for their relatively favorable clinical outcome compared with patients with classic glycine encephalopathy .,"O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
0,"Severe form of thyroid hormone resistance in a patient with homozygous / hemizygous mutation of T3 receptor gene .. Resistance to thyroid hormone syndrome ( RTH ) is a rare disorder , usually inherited as an autosomal dominant trait .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
1,Patients with RTH are usually euthyroid but can occasionally present with signs and symptoms of thyrotoxicosis or rarely with hypothyroidism .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
2,Affected individuals are usually heterozygous for mutations in the thyroid hormone receptor beta gene ( TR - beta ) .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O"
3,We present a patient with RTH found to be homo-/hemizygous for a mutation in the TR - beta gene .,"O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
4,The single nucleotide substitution I280S ( 1123T-->G ) was present either on both alleles or in a hemizygous form with complete deletion of the second allele .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
5,The I280S mutation was recently reported in a heterozygous patient .,"O,O,O,O,O,O,O,O,O,B,O"
6,"The severe phenotype with seriously impaired intellectual development , hyperkinetic behaviour , tachycardia , hearing and visual impairment is probably due to the dominant negative effect of the I280S mutant protein and the absence of any functional TR - beta .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O"
0,Genetic polymorphism of the glutathione - S - transferase P1 gene ( GSTP1 ) and susceptibility to prostate cancer in the Kashmiri population .. Glutathione - S - transferase P1 ( GSTP1 ) is a critical enzyme of the phase II detoxification pathway .,"O,O,O,O,B,I,I,I,I,I,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O"
1,"One of the common functional polymorphisms of GSTP1 is A > G at nucleotide 313 , which results in an amino acid substitution ( Ile105Val ) at the substrate binding site of GSTP1 and reduces catalytic activity of GSTP1 .","O,O,O,O,O,O,O,O,O,B,I,I,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
2,"To investigate the GSTP1 Ile105Val genotype frequency in prostate cancer cases in the Kashmiri population , we designed a case - control study , in which 50 prostate cancer cases and 45 benign prostate hyperplasia cases were studied for GSTP1 Ile105Val polymorphism , compared to 80 controls taken from the general population , employing the PCR - RFLP technique .","O,O,O,B,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
3,"We found the frequency of the three different genotypes of GSTP1 Ile105Val in our ethnic Kashmir population , i.e.","O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O"
4,", Ile / Ile , Ile / Val and Val / Val , to be 52.4 , 33.3 and 14.3 % among prostate cancer cases , 48.5 , 37.5 and 14 % among benign prostate hyperplasia cases and 73.8 , 21.3 and 5 % in the control population , respectively .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
5,There was a significant association between the GSTP1 Ile / Val genotype and the advanced age group among the cases .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
6,We conclude that GSTP1 Ile / Val polymorphism is involved in the risk of prostate cancer development in our population .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
0,People aged over 75 in atrial fibrillation on warfarin : the rate of major hemorrhage and stroke in more than 500 patient - years of follow - up ..,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
1,OBJECTIVES : To determine the incidence of major hemorrhage and stroke in people aged 76 and older with atrial fibrillation on adjusted - dose warfarin who had been recently been admitted to hospital .,"O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
2,DESIGN : A retrospective observational cohort study .,"O,O,O,O,O,O,O,O"
3,SETTING : A major healthcare network involving four tertiary hospitals .,"O,O,O,O,O,O,O,O,O,O,O"
4,"PARTICIPANTS : Two hundred thirty - five patients aged 76 and older admitted to a major healthcare network between July 1 , 2001 , and June 30 , 2002 , with atrial fibrillation on warfarin were enrolled .","O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
5,"MEASUREMENTS : Information regarding major bleeding episodes , strokes , and warfarin use was obtained from patients , relatives , primary physicians , and medical records .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
6,RESULTS : Two hundred twenty - eight patients ( 42 % men ) with a mean age of 81.1 ( range 76 - 94 ) were included in the analysis .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
7,Total follow - up on warfarin was 530 years ( mean 28 months ) .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
8,"There were 53 major hemorrhages , for an annual rate of 10.0 % , including 24 ( 45.3 % ) life - threatening and five ( 9.4 % ) fatal bleeds .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
9,The annual stroke rate after initiation of warfarin was 2.6 % .,"O,O,B,O,O,O,O,O,O,O,O,O"
10,"CONCLUSION : The rate of major hemorrhage was high in this old , frail group , but excluding fatalities , resulted in no long - term sequelae , and the stroke rate on warfarin was low , demonstrating how effective warfarin treatment is .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O"
0,Zebrafish chordin - like and chordin are functionally redundant in regulating patterning of the dorsoventral axis .. Chordin is the prototype of a group of cysteine - rich domain - containing proteins that bind and modulate signaling of various TGFbeta - like ligands .,"B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O"
1,"Chordin - like 1 and 2 ( CHL1 and 2 ) are two members of this group that have been described in human , mouse , and chick .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
2,"However , in vivo roles for CHL1 and 2 in early development are unknown due to lack of loss - of - function analysis .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
3,"Here we identify and characterize zebrafish , Danio rerio , CHL ( Chl ) .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
4,The chl gene is on a region of chromosome 21 syntenic with the area of murine chromosome 7 bearing the CHL2 gene .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O"
5,Inability to identify a separate zebrafish gene corresponding to the mammalian CHL1 gene suggests that Chl may serve roles in zebrafish distributed between CHL1 and CHL2 in other species .,"O,O,O,O,O,B,O,O,O,O,O,B,O,O,O,O,O,O,O,O,B,O,O,O,O,B,O,O,O,O"
6,"Chl is a maternal factor that is also zygotically expressed later in development and has spatiotemporal expression patterns that differ from but overlap those of zebrafish chordin ( Chd ) , suggesting differences but also possible overlap in developmental roles of the two proteins .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
7,"Chl , like Chd , dorsalizes embryos upon overexpression and is cleaved by BMP1 , which antagonizes this activity .","O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
8,Loss - of - function experiments demonstrate that Chl serves as a BMP antagonist with functions that overlap and are redundant with those of Chd in forming the dorsoventral axis .,"O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
0,"Cholecystokinin - octapeptide restored morphine - induced hippocampal long - term potentiation impairment in rats .. Cholecystokinin - octapeptide ( CCK-8 ) , which is a typical brain - gut peptide , exerts a wide range of biological activities on the central nervous system .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,B,I,I,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
1,We have previously reported that CCK-8 significantly alleviated morphine - induced amnesia and reversed spine density decreases in the CA1 region of the hippocampus in morphine - treated animals .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
2,"Here , we investigated the effects of CCK-8 on long - term potentiation ( LTP ) in the lateral perforant path ( LPP)-granule cell synapse of rat dentate gyrus ( DG ) in acute saline or morphine - treated rats .","O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O"
3,"Population spikes ( PS ) , which were evoked by stimulation of the LPP , were recorded in the DG region .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
4,"Acute morphine ( 30mg / kg , s.c . )","O,O,O,O,O,O,O,O,O,O"
5,"treatment significantly attenuated hippocampal LTP and CCK-8 ( 1ug , i.c.v . )","O,O,O,O,O,O,O,O,O,O,O,O,O"
6,restored the amplitude of PS that was attenuated by morphine injection .,"O,O,O,O,O,O,O,O,O,B,O,O"
7,"Furthermore , microinjection of CCK-8 ( 0.1 and 1ug , i.c.v . )","O,O,O,O,O,O,O,O,O,O,O,O,O"
8,"also significantly augmented hippocampal LTP in saline - treated ( 1ml / kg , s.c . )","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
9,rats .,"O,O"
10,"Pre - treatment of the CCK2 receptor antagonist L-365,260 ( 10ug , i.c.v ) reversed the effects of CCK-8 , but the CCK1 receptor antagonist L-364,718 ( 10ug , i.c.v ) did not .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
11,The present results demonstrate that CCK-8 attenuates the effect of morphine on hippocampal LTP through CCK2 receptors and suggest an ameliorative function of CCK-8 on morphine - induced memory impairment .,"O,O,O,O,O,B,O,O,O,O,B,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
0,"A novel missense mutation , F826Y , in the mineralocorticoid receptor gene in Japanese hypertensives : its implications for clinical phenotypes .. A gain - of - function mutation resulting in the S810L amino acid substitution in the hormone - binding domain of the mineralocorticoid receptor ( MR , locus symbol NR3C2 ) is responsible for early - onset hypertension that is exacerbated in pregnancy .","O,O,O,O,O,B,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
1,The objective of this study was to test whether other types of missense mutations in the hormone - binding domain could be implicated in hypertension in Japanese .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
2,"Here , we screened 942 Japanese patients with hypertension for the S810L mutation in exon 6 in the MR .","O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O"
3,"We did not identify the S810L mutation in our hypertensive population , indicating that S810L does not play a major role in the etiology of essential hypertension in Japanese .","O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
4,"However , we identified a novel missense mutation , F826Y , in three patients in a heterozygous state , in addition to four single nucleotide polymorphisms , including one synonymous mutation ( L809L ) .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O"
5,The F826Y mutation is present in the MR hormone - binding domain and might affect the ligand affinity .,"O,B,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O"
6,"The F826Y mutation was also identified in 13 individuals ( 5 hypertensives and 8 normotensives ) in a Japanese general population ( n=3,655 ) .","O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O"
7,The allele frequency was 0.00178 .,"O,O,O,O,O,O"
8,"The frequencies of the F826Y mutation in the hypertensive population ( 3/942 ) and in the hypertensive group ( 5/ 1,480 ) and the normotensive group ( 8/2,175 ) in the general population were not significantly different , suggesting that this mutation does not greatly affect hypertension .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O"
9,"Although it is unclear at present whether or not the F826Y mutation makes a substantial contribution to the mineralocorticoid receptor activity , this missense mutation may contribute , to some extent , to clinical phenotypes through its effects on MR .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
0,"A recessive skeletal dysplasia , SEMD aggrecan type , results from a missense mutation affecting the C - type lectin domain of aggrecan ..","O,B,I,I,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
1,Analysis of a nuclear family with three affected offspring identified an autosomal - recessive form of spondyloepimetaphyseal dysplasia characterized by severe short stature and a unique constellation of radiographic findings .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O"
2,"Homozygosity for a haplotype that was identical by descent between two of the affected individuals identified a locus for the disease gene within a 17.4 Mb interval on chromosome 15 , a region containing 296 genes .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
3,"These genes were assessed and ranked by cartilage selectivity with whole - genome microarray data , revealing only two genes , encoding aggrecan and chondroitin sulfate proteoglycan 4 , that were selectively expressed in cartilage .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
4,Sequence analysis of aggrecan complementary DNA from an affected individual revealed homozygosity for a missense mutation ( c.6799 G -- > A ) that predicts a p. D2267N amino acid substitution in the C - type lectin domain within the G3 domain of aggrecan .,"O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
5,"The D2267 residue is predicted to coordinate binding of a calcium ion , which influences the conformational binding loops of the C - type lectin domain that mediate interactions with tenascins and other extracellular - matrix proteins .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
6,Expression of the normal and mutant G3 domains in mammalian cells showed that the mutation created a functional N - glycosylation site but did not adversely affect protein trafficking and secretion .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
7,"Surface - plasmon - resonance studies showed that the mutation influenced the binding and kinetics of the interactions between the aggrecan G3 domain and tenascin - C. These findings identify an autosomal - recessive skeletal dysplasia and a significant role for the aggrecan C - type lectin domain in regulating endochondral ossification and , thereby , height .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
0,"Fatal carbamazepine induced fulminant eosinophilic ( hypersensitivity ) myocarditis : emphasis on anatomical and histological characteristics , mechanisms and genetics of drug hypersensitivity and differential diagnosis ..","O,B,O,O,O,O,B,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
1,"The most severe adverse reactions to carbamazepine have been observed in the haemopoietic system , the liver and the cardiovascular system .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
2,"A frequently fatal , although exceptionally rare side effect of carbamazepine is necrotizing eosinophilic ( hypersensitivity ) myocarditis .","O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O"
3,We report a case of hypersensitivity myocarditis secondary to administration of carbamazepine .,"O,O,O,O,O,O,O,O,O,O,O,O,O"
4,"Acute hypersensitivity myocarditis was not suspected clinically , and the diagnosis was made post - mortem .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
5,Histology revealed diffuse infiltration of the myocardium by eosinophils and lymphocytes with myocyte damage .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
6,"Clinically , death was due to cardiogenic shock .","O,O,B,O,O,O,B,I,O"
7,To best of our knowledge this is the second case of fatal carbamazepine induced myocarditis reported in English literature .,"O,O,O,O,O,O,O,O,O,O,O,O,B,O,B,O,O,O,O,O"
0,Metabolic Symbiosis Enables Adaptive Resistance to Anti - angiogenic Therapy that Is Dependent on mTOR Signaling ..,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O"
1,"Therapeutic targeting of tumor angiogenesis with VEGF inhibitors results in demonstrable , but transitory efficacy in certain human tumors and mouse models of cancer , limited by unconventional forms of adaptive / evasive resistance .","O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
